day,avg_sentiment,frequency
2015-05-03,0.16666666666666666,3
2015-05-04,0.13636363636363635,11
2015-05-05,0.15384615384615388,13
2015-05-06,0,10
2015-05-07,0.4,5
2015-05-08,0.055555555555555552,18
2015-05-09,0,3
2015-05-11,0,11
2015-05-12,0.06666666666666668,15
2015-05-13,0.375,8
2015-05-14,0.17999999999999997,25
2015-05-15,0.038461538461538457,13
2015-05-16,0,5
2015-05-17,0,8
2015-05-18,0.076923076923076913,13
2015-05-19,0.06451612903225809,31
2015-05-20,0.24999999999999994,26
2015-05-21,0.23076923076923075,26
2015-05-22,0.25,8
2015-05-23,0,6
2015-05-24,0.25,6
2015-05-25,0.16666666666666666,9
2015-05-26,0.18421052631578949,19
2015-05-27,0.25000000000000006,8
2015-05-28,0.20588235294117652,17
2015-05-29,0.1851851851851852,27
2015-05-30,0.15789473684210528,19
2015-05-31,0.28125,16
2015-06-01,0.041666666666666671,12
2015-06-02,0,5
2015-06-03,0.40909090909090912,11
2015-06-04,0.15625,16
2015-06-05,0,5
2015-06-06,0.16666666666666669,6
2015-06-07,0.22727272727272727,11
2015-06-08,0.25,6
2015-06-09,0.071428571428571425,14
2015-06-10,0.043478260869565223,23
2015-06-11,0.10000000000000005,30
2015-06-12,0.125,16
2015-06-13,0,2
2015-06-14,0.8,5
2015-06-15,0,5
2015-06-16,0.21875,16
2015-06-17,0.1111111111111111,18
2015-06-18,0.076923076923076927,13
2015-06-19,0.325,20
2015-06-20,0.16666666666666666,15
2015-06-22,0.2857142857142857,14
2015-06-23,0.21428571428571427,7
2015-06-24,0.125,12
2015-06-25,0.19354838709677422,31
2015-06-26,0.3000000000000001,20
2015-06-27,0.1111111111111111,9
2015-06-28,0,2
2015-06-29,0.038461538461538464,13
2015-06-30,0.25000000000000006,8
2015-07-01,0,6
2015-07-02,0.22727272727272732,22
2015-07-03,0.18181818181818185,11
2015-07-04,0,3
2017-01-09,0.15428684314500188,5062
2017-01-10,0,6
2017-01-11,0.062500000000000014,48
2017-01-12,0.095238095238095233,21
2017-01-13,0,16
2017-01-14,0.15625000000000003,16
2017-01-15,0.055555555555555566,9
2017-01-16,0.22727272727272727,11
2017-01-17,0.3,10
2017-01-18,0.12068965517241385,87
2017-01-19,0.076923076923076941,39
2017-01-20,0.084745762711864445,59
2017-01-21,0.17857142857142858,14
2017-01-22,0.1875,24
2017-01-23,0.041666666666666671,24
2017-01-24,0.055555555555555566,54
2017-01-25,0.19047619047619052,21
2017-01-26,0.11363636363636367,44
2017-01-27,0.09375,48
2017-01-28,0.10204081632653061,49
2017-01-29,0.20512820512820512,39
2017-01-30,0.16438356164383564,73
2017-01-31,0.16666666666666666,27
2017-02-01,0.13970588235294118,68
2017-02-02,0.11224489795918369,49
2017-02-03,0.10156250000000001,64
2017-02-04,0.28260869565217395,23
2017-02-05,0.0625,16
2017-02-06,0.071428571428571452,49
2017-02-07,0.21875,32
2017-02-08,0.14814814814814814,54
2017-02-09,0.13829787234042554,47
2017-02-10,0.15540540540540548,74
2017-02-11,0.071428571428571425,28
2017-02-12,0.10000000000000002,10
2017-02-13,0.11956521739130435,46
2017-02-14,0.10416666666666669,72
2017-02-15,0.035714285714285719,56
2017-02-16,0.10909090909090906,55
2017-02-17,0.13432835820895525,67
2017-02-18,0.10606060606060609,33
2017-02-19,0.22222222222222224,27
2017-02-20,0.15322580645161291,62
2017-02-21,0.10000000000000002,60
2017-02-22,0.13043478260869576,69
2017-02-23,0.12295081967213123,61
2017-02-24,0.14583333333333337,48
2017-02-25,0.074468085106382989,47
2017-02-26,0.1875,8
2017-02-27,0.13414634146341464,41
2017-02-28,0.13571428571428579,70
2017-03-01,0.13749999999999996,40
2017-03-02,0.1,50
2017-03-03,0.13888888888888892,54
2017-03-04,0.12162162162162161,37
2017-03-05,0.023809523809523808,21
2017-03-06,0.16326530612244897,49
2017-03-07,0.12037037037037036,54
2017-03-08,0.27777777777777779,63
2017-03-09,0.031914893617021274,47
2017-03-10,0.11111111111111109,72
2017-03-11,0.090909090909090912,55
2017-03-12,0.13333333333333336,15
2017-03-13,0.097222222222222252,36
2017-03-14,0.01785714285714286,28
2017-03-15,0.24038461538461536,52
2017-03-16,0.2,50
2017-03-17,0.056818181818181844,44
2017-03-18,0.043478260869565209,23
2017-03-19,0.18421052631578949,19
2017-03-20,0.096774193548387108,31
2017-03-21,0.12068965517241384,29
2017-03-22,0.38461538461538458,26
2017-03-23,0.19642857142857145,56
2017-03-24,0.096153846153846145,26
2017-03-25,0.022727272727272731,22
2017-03-26,0.041666666666666664,12
2017-03-27,0.038461538461538471,52
2017-03-28,0.14189189189189186,74
2017-03-29,0.04347826086956523,46
2017-03-30,0.20967741935483872,31
2017-03-31,0.12222222222222225,45
2017-04-01,0.05,40
2017-04-02,0.054054054054054064,37
2017-04-03,0.19444444444444445,18
2017-04-04,0.097826086956521743,46
2017-04-05,0.068965517241379309,29
2017-04-06,0.086538461538461522,52
2017-04-07,0.18421052631578946,57
2017-04-08,0.062500000000000014,16
2017-04-09,0.026315789473684209,19
2017-04-10,0.20512820512820512,39
2017-04-11,0.18750000000000006,32
2017-04-12,0.23437500000000003,64
2017-04-13,0.20512820512820512,39
2017-04-14,0.16666666666666663,24
2017-04-15,0.14285714285714285,14
2017-04-16,0.27272727272727271,11
2017-04-17,0.083333333333333343,6
2017-04-18,0.04545454545454547,44
2017-04-19,0.12264150943396225,53
2017-04-20,0.34615384615384615,26
2017-04-21,0.21111111111111114,45
2017-04-22,0.2,20
2017-04-23,0.14285714285714288,14
2017-04-24,0.21428571428571433,21
2017-04-25,0.14864864864864863,37
2017-04-26,0.23684210526315794,38
2017-04-27,0.23333333333333342,45
2017-04-28,0.24285714285714285,35
2017-04-29,0.25,6
2017-04-30,0,18
2017-05-01,0,3
2017-05-02,0.30000000000000004,20
2017-05-03,0.017241379310344827,29
2017-05-04,0.10714285714285715,42
2017-05-05,0.16923076923076924,65
2017-05-06,0.17857142857142863,56
2017-05-07,0.33333333333333331,18
2017-05-08,0.21739130434782611,46
2017-05-09,0.20588235294117652,51
2017-05-10,0.13432835820895533,67
2017-05-11,0.36170212765957449,47
2017-05-12,0.28030303030303028,66
2017-05-13,0.22058823529411764,34
2017-05-14,0.21052631578947367,19
2017-05-15,0.15,30
2017-05-16,0.20945945945945951,74
2017-05-17,0.25000000000000011,48
2017-05-18,0.081395348837209336,43
2017-05-19,0.11250000000000002,40
2017-05-20,0.065217391304347824,23
2017-05-21,0.24999999999999997,12
2017-05-22,0.090909090909090912,33
2017-05-23,0.14473684210526316,38
2017-05-24,0.23287671232876703,73
2017-05-25,0.0986842105263158,76
2017-05-26,0.092592592592592587,27
2017-05-27,0,11
2017-05-28,0.15625,16
2017-05-29,0.11290322580645162,31
2017-05-30,0.17796610169491531,59
2017-05-31,0.054347826086956541,46
2017-06-01,0.064516129032258063,31
2017-06-02,0.096153846153846145,26
2017-06-03,0,24
2017-06-04,0.055555555555555566,9
2017-06-05,0.088888888888888892,45
2017-06-06,0.14583333333333337,24
2017-06-07,0.15714285714285708,35
2017-06-08,0.10526315789473686,38
2017-06-09,0.076271186440677971,59
2017-06-10,0.13793103448275865,29
2017-06-11,0.31666666666666665,30
2017-06-12,0.15000000000000002,30
2017-06-13,0.19565217391304346,23
2017-06-14,0.073529411764705885,34
2017-06-15,0.35,40
2017-06-16,0.20000000000000004,40
2017-06-17,0.090909090909090925,11
2017-06-18,0.06,25
2017-06-19,0.25581395348837205,43
2017-06-20,0.11111111111111113,45
2017-06-21,0.27083333333333337,48
2017-06-22,0.44186046511627913,43
2017-06-23,0.17073170731707321,41
2017-06-24,0.083333333333333329,36
2017-06-25,0,4
2017-06-26,0.43181818181818188,22
2017-06-27,0.14423076923076922,52
2017-06-28,0.2197802197802198,91
2017-06-29,0.25000000000000006,42
2017-06-30,0.053571428571428568,28
2017-07-01,0.28,25
2017-07-02,0.12500000000000003,16
2017-07-03,0.071428571428571452,35
2017-07-04,0.074074074074074084,27
2017-07-05,0.052631578947368418,38
2017-07-06,0.21621621621621626,37
2017-07-07,0.0625,32
2017-07-08,0.4375,8
2017-07-09,0.1875,8
2017-07-10,0.10344827586206896,29
2017-07-11,0.11666666666666667,30
2017-07-12,0.34782608695652162,23
2017-07-13,0.27272727272727276,11
2017-07-14,0.21951219512195125,41
2017-07-15,0.0909090909090909,11
2017-07-16,0.31578947368421056,19
2017-07-17,0.3125,24
2017-07-18,0.23214285714285712,28
2017-07-19,0.28703703703703692,54
2017-07-20,0.30851063829787218,47
2017-07-21,0.13461538461538466,26
2017-07-22,0.275,20
2017-07-23,0.14285714285714288,28
2017-07-24,0.2391304347826087,23
2017-07-25,0.16249999999999998,40
2017-07-26,0.27659574468085113,47
2017-07-27,0.22368421052631579,38
2017-07-28,0.29166666666666674,48
2017-07-29,0.3571428571428571,21
2017-07-30,0.25,10
2017-07-31,0.13461538461538461,26
2017-08-01,0.13793103448275865,29
2017-08-02,0.21052631578947373,38
2017-08-03,0.10937500000000003,32
2017-08-04,0.096153846153846173,26
2017-08-05,0.021739130434782605,23
2017-08-06,0.41666666666666663,6
2017-08-07,0.16666666666666666,12
2017-08-08,0.045454545454545463,22
2017-08-09,0.11363636363636366,44
2017-08-10,0.1764705882352941,17
2017-08-11,0,17
2017-08-12,0.22222222222222221,9
2017-08-13,0.11764705882352941,17
2017-08-14,0.16666666666666666,3
2017-08-15,1,4
2017-08-16,0.25,4
2017-08-17,0.2884615384615386,26
2017-08-18,0.15217391304347827,23
2017-08-19,0.10344827586206899,29
2017-08-20,0.14285714285714285,7
2017-08-21,0.5,4
2017-08-22,0.047619047619047616,21
2017-08-23,0.3,10
2017-08-24,0.1481481481481482,27
2017-08-25,0.38461538461538458,13
2017-08-26,0.045454545454545449,11
2017-08-27,1,1
2017-08-28,0.28378378378378377,37
2017-08-29,0.28333333333333321,60
2017-08-30,0.26666666666666661,60
2017-08-31,0.068965517241379309,29
2017-09-01,0.23076923076923075,26
2017-09-02,0.33999999999999997,25
2017-09-03,0.15000000000000002,10
2017-09-04,0.089285714285714274,28
2017-09-05,0.47619047619047616,21
2017-09-06,0.34090909090909088,22
2017-09-07,0.1428571428571429,21
2017-09-08,0.2142857142857143,7
2017-09-09,0.22222222222222227,9
2017-09-10,0.16666666666666669,6
2017-09-11,0.23076923076923075,13
2017-09-12,0.018518518518518517,27
2017-09-13,0.25000000000000006,40
2017-09-14,0.27358490566037724,53
2017-09-15,0.21666666666666667,30
2017-09-16,0.10869565217391307,23
2017-09-17,0.099999999999999992,15
2017-09-18,0.28333333333333327,30
2017-09-19,0.064814814814814825,54
2017-09-20,0.19841269841269843,63
2017-09-21,0.17142857142857146,35
2017-09-22,0.24444444444444449,45
2017-09-23,0.55555555555555558,9
2017-09-24,0.26190476190476192,21
2017-09-25,0.3214285714285714,28
2017-09-26,0.15517241379310343,29
2017-09-27,0.024390243902439036,41
2017-09-28,0.10169491525423727,59
2017-09-29,0.15555555555555559,45
2017-09-30,0.42307692307692307,13
2017-10-01,0,3
2017-10-02,0.31250000000000006,16
2017-10-03,0.25,34
2017-10-04,0.41025641025641013,39
2017-10-05,0.052631578947368432,19
2017-10-06,0.203125,32
2017-10-07,0.19230769230769229,13
2017-10-08,0.33333333333333337,15
2017-10-09,0.2045454545454545,44
2017-10-10,0.26363636363636361,55
2017-10-11,0.10810810810810811,37
2017-10-12,0.30681818181818193,44
2017-10-13,0.1153846153846154,39
2017-10-14,0.16666666666666669,21
2017-10-15,0,2
2017-10-16,0.1388888888888889,36
2017-10-17,0.17460317460317465,63
2017-10-18,0.11111111111111113,36
2017-10-19,0.16666666666666677,69
2017-10-20,0.13559322033898308,59
2017-10-21,0.20454545454545453,44
2017-10-22,0,2
2017-10-23,0.31707317073170727,41
2017-10-24,0.12857142857142861,35
2017-10-25,0.15277777777777773,36
2017-10-26,0.025862068965517241,58
2017-10-27,0.14166666666666669,60
2017-10-28,0.52272727272727282,22
2017-10-29,0.062500000000000014,32
2017-10-30,0.16129032258064516,31
2017-10-31,0.28571428571428575,28
2017-11-01,0.055555555555555552,18
2017-11-02,0,28
2017-11-03,0.18918918918918917,37
2017-11-04,0.12,25
2017-11-05,0,8
2017-11-06,0.086206896551724144,29
2017-11-07,0.11111111111111113,36
2017-11-08,0.18085106382978722,47
2017-11-09,0.15740740740740741,54
2017-11-10,0.19,50
2017-11-11,0.203125,32
2017-11-12,0.055555555555555566,9
2017-11-13,0.13461538461538464,26
2017-11-14,0.21153846153846154,52
2017-11-15,0.16049382716049379,81
2017-11-16,0.34782608695652178,46
2017-11-17,0.15116279069767444,43
2017-11-18,0.15000000000000002,30
2017-11-19,0.12121212121212124,33
2017-11-20,0.076388888888888937,72
2017-11-21,0.10204081632653063,49
2017-11-22,0.1101694915254237,59
2017-11-23,0.25925925925925924,54
2017-11-24,0.21153846153846156,26
2017-11-25,0.25000000000000006,18
2017-11-26,0.13461538461538466,26
2017-11-27,0.25961538461538453,52
2017-11-28,0.16406250000000008,64
2017-11-29,0.20930232558139539,86
2017-11-30,0.11971830985915494,71
2017-12-01,0.10714285714285718,70
2017-12-02,0.14864864864864866,37
2017-12-03,0.071428571428571452,21
2017-12-04,0.0888888888888889,45
2017-12-05,0.16666666666666666,51
2017-12-06,0.15555555555555559,45
2017-12-07,0.15909090909090912,44
2017-12-08,0.019999999999999997,25
2017-12-09,0.26086956521739141,23
2017-12-10,0.3214285714285714,14
2017-12-11,0.30701754385964908,57
2017-12-12,0.17272727272727276,55
2017-12-13,0.13043478260869568,23
2017-12-14,0.22916666666666663,48
2017-12-15,0.13,50
2017-12-16,0.12500000000000003,8
2017-12-17,0.16666666666666666,15
2017-12-18,0.20000000000000004,30
2017-12-19,0.21794871794871787,39
2017-12-20,0.4553571428571429,56
2017-12-21,0.15000000000000008,70
2017-12-22,0.17164179104477614,67
2017-12-23,0.22222222222222224,18
2017-12-24,0.1875,8
2017-12-25,0.045454545454545463,11
2017-12-26,0.1,10
2017-12-27,0.079545454545454558,44
2017-12-28,0.24193548387096786,62
2017-12-29,0.14583333333333337,48
2017-12-30,0.27272727272727276,22
2017-12-31,0.055555555555555552,9
2018-01-01,0.2142857142857143,14
2018-01-02,0.16666666666666669,33
2018-01-03,0.16666666666666666,51
2018-01-04,0.11363636363636363,44
2018-01-05,0.10869565217391307,23
2018-01-06,0.25000000000000006,24
2018-01-07,0.25,10
2018-01-08,0,7
2018-01-09,0.21666666666666662,30
2018-01-10,0.21153846153846162,52
2018-01-11,0.27450980392156865,51
2018-01-12,0.16666666666666669,42
2018-01-13,0.25,26
2018-01-14,0.046511627906976744,43
2018-01-15,0.1625,40
2018-01-16,0.18518518518518523,54
2018-01-17,0.097222222222222238,72
2018-01-18,0.2181818181818182,55
2018-01-19,0.24637681159420291,69
2018-01-20,0.33333333333333331,27
2018-01-21,0.22222222222222221,27
2018-01-22,0.17307692307692304,78
2018-01-23,0.15957446808510639,47
2018-01-24,0.27083333333333331,72
2018-01-25,0.21323529411764711,68
2018-01-26,0.25510204081632648,49
2018-01-27,0.33928571428571441,28
2018-01-28,0.10714285714285712,14
2018-01-29,0.32926829268292684,41
2018-01-30,0.049999999999999996,40
2018-01-31,0.21093750000000003,64
2018-02-01,0.2613636363636363,44
2018-02-02,0.12121212121212123,66
2018-02-03,0.33333333333333343,48
2018-02-04,0.23529411764705885,17
2018-02-05,0.15476190476190474,42
2018-02-06,0.18750000000000006,40
2018-02-07,0.071428571428571425,42
2018-02-08,0.10714285714285715,42
2018-02-09,0.13235294117647059,34
2018-02-10,0.30769230769230765,26
2018-02-11,0.32352941176470595,17
2018-02-12,0.11000000000000001,50
2018-02-13,0.19999999999999996,55
2018-02-14,0.17021276595744683,47
2018-02-15,0.20338983050847453,59
2018-02-16,0.15957446808510645,47
2018-02-17,0.28947368421052638,38
2018-02-18,0,17
2018-02-19,0.078125000000000014,32
2018-02-20,0.14,25
2018-02-21,0.13636363636363638,44
2018-02-22,0.13076923076923078,65
2018-02-23,0.26363636363636356,55
2018-02-24,0.10344827586206896,29
2018-02-25,0.16666666666666669,6
2018-02-26,0.3,30
2018-02-27,0.19078947368421056,76
2018-02-28,0.17948717948717954,39
2018-03-01,0.0816326530612245,49
2018-03-02,0.22115384615384609,52
2018-03-03,0.24000000000000005,25
2018-03-04,0.038461538461538464,13
2018-03-05,0.1625,40
2018-03-06,0.19047619047619047,63
2018-03-07,0.041666666666666671,36
2018-03-08,0.18333333333333335,60
2018-03-09,0.32432432432432429,37
2018-03-10,0.081395348837209322,43
2018-03-11,0,10
2018-03-12,0.12068965517241383,29
2018-03-13,0.23684210526315794,38
2018-03-14,0.11764705882352944,34
2018-03-15,0.29761904761904767,42
2018-03-16,0.10416666666666669,48
2018-03-17,0.2931034482758621,29
2018-03-18,0.25000000000000006,8
2018-03-19,0.20512820512820515,39
2018-03-20,0.22500000000000003,40
2018-03-21,0.160377358490566,53
2018-03-22,0.11904761904761904,21
2018-03-23,0.21428571428571425,35
2018-03-24,0.19117647058823523,34
2018-03-25,0.125,8
2018-03-26,0.23529411764705879,51
2018-03-27,0.2395833333333332,48
2018-03-28,0.23584905660377364,53
2018-03-29,0.21764705882352947,85
2018-03-30,0.180327868852459,61
2018-03-31,0.4,15
2018-04-01,0.375,12
2018-04-02,0,3
2018-04-03,0.18181818181818182,11
2018-04-04,0.21666666666666667,30
2018-04-05,0.093750000000000028,32
2018-04-06,0.19565217391304349,23
2018-04-07,0.086956521739130418,23
2018-04-08,0.1111111111111111,18
2018-04-09,0.37179487179487181,39
2018-04-10,0.078947368421052627,19
2018-04-11,0.14285714285714282,42
2018-04-12,0.14864864864864866,37
2018-04-13,0.17777777777777781,45
2018-04-14,0.055555555555555552,27
2018-04-15,0.1875,24
2018-04-16,0.22619047619047622,42
2018-04-17,0.37096774193548387,31
2018-04-18,0.275,20
2018-04-19,0.16438356164383561,73
2018-04-20,0.19444444444444439,54
2018-04-21,0.046875000000000007,32
2018-04-22,0.6,5
2018-04-23,0.076923076923076913,13
2018-04-24,0.13888888888888887,36
2018-04-25,0.1111111111111111,9
2018-04-26,0.12765957446808512,47
2018-04-27,0.22222222222222227,36
2018-04-28,0.16666666666666669,21
2018-04-29,1,3
2018-04-30,0.26666666666666672,15
2018-05-01,0.15384615384615383,26
2018-05-02,0.2,20
2018-05-03,0.27631578947368413,38
2018-05-04,0.20909090909090911,55
2018-05-05,0.44000000000000006,25
2018-05-06,0.14285714285714288,7
2018-05-07,0.13768115942028988,69
2018-05-08,0.10000000000000002,30
2018-05-09,0.12499999999999999,36
2018-05-10,0.25454545454545457,55
2018-05-11,0.380952380952381,42
2018-05-12,0.23809523809523808,21
2018-05-13,0.083333333333333343,12
2018-05-14,0.22058823529411764,34
2018-05-15,0.20909090909090905,55
2018-05-16,0.26086956521739124,46
2018-05-17,0.16304347826086957,46
2018-05-18,0.16666666666666669,36
2018-05-19,0.25,4
2018-05-20,0.2105263157894737,19
2018-05-21,0.049999999999999996,40
2018-05-22,0.18,50
2018-05-23,0.39772727272727282,44
2018-05-24,0.10869565217391307,46
2018-05-25,0.31132075471698106,53
2018-05-26,0.16666666666666663,24
2018-05-27,0.29166666666666663,12
2018-05-28,0.067567567567567571,37
2018-05-29,0.14999999999999997,50
2018-05-30,0.11224489795918366,49
2018-05-31,0.18749999999999994,40
2018-06-01,0.14285714285714288,14
2018-06-02,0.28571428571428575,28
2018-06-03,0.30769230769230765,13
2018-06-04,0.14285714285714288,35
2018-06-05,0,31
2018-06-06,0.19230769230769226,39
2018-06-07,0.16071428571428573,56
2018-06-08,0.28409090909090912,44
2018-06-09,0.125,20
2018-06-11,0.261904761904762,42
2018-06-12,0.24358974358974361,39
2018-06-13,0.515625,32
2018-06-14,0.40909090909090912,22
2018-06-15,0.16304347826086957,46
2018-06-16,0.045454545454545463,11
2018-06-17,0.5,12
2018-06-18,0.13333333333333333,30
2018-06-19,0.13636363636363638,44
2018-06-20,0.11818181818181818,55
2018-06-21,0,24
2018-06-22,0.39743589743589741,39
2018-06-23,0.34375000000000006,16
2018-06-24,0.14285714285714288,7
2018-06-25,0.080645161290322578,31
2018-06-26,0.04761904761904763,21
2018-06-27,0.22727272727272727,44
2018-06-28,0.11403508771929825,57
2018-06-29,0.12121212121212122,33
2018-06-30,0.26923076923076922,13
2018-07-01,0.1875,8
2018-07-02,0.20000000000000004,35
2018-07-03,0.031250000000000007,48
2018-07-04,0.16666666666666666,33
2018-07-05,0.15909090909090906,22
2018-07-06,0.14285714285714288,35
2018-07-07,0.41666666666666669,12
2018-07-08,0.6,5
2018-07-09,0.17391304347826089,23
2018-07-10,0.24324324324324323,37
2018-07-11,0.12903225806451615,31
2018-07-12,0.17500000000000002,40
2018-07-13,0.14583333333333337,24
2018-07-14,0.40000000000000008,20
2018-07-15,0,3
2018-07-16,0.16666666666666669,12
2018-07-17,0.18749999999999997,24
2018-07-18,0.25862068965517238,29
2018-07-19,0.10344827586206896,29
2018-07-20,0.19811320754716977,53
2018-07-21,0.048387096774193554,31
2018-07-22,0.33333333333333331,3
2018-07-23,0.27142857142857141,35
2018-07-24,0.06578947368421055,38
2018-07-25,0.22972972972972969,37
2018-07-26,0.28333333333333338,60
2018-07-27,0.24666666666666659,75
2018-07-28,0.15000000000000002,30
2018-07-29,0.2391304347826087,23
2018-07-30,0.4767441860465117,43
2018-07-31,0.24999999999999989,54
2018-08-01,0.16666666666666669,24
2018-08-02,0.10576923076923075,52
2018-08-03,0.073770491803278715,61
2018-08-04,0,29
2018-08-05,0,3
2018-08-06,0.10714285714285715,28
2018-08-07,0.21875000000000006,32
2018-08-08,0.19047619047619047,21
2018-08-09,0.30882352941176472,34
2018-08-10,0.33695652173913043,46
2018-08-11,0.26,25
2018-08-12,0.28571428571428575,7
2018-08-13,0,2
2018-08-14,0.23076923076923078,13
2018-08-15,0,5
2018-08-16,0,6
2018-08-17,0,8
2018-08-18,0,13
2018-08-20,0.083333333333333329,6
2018-08-21,0.18333333333333338,30
2018-08-22,0.083333333333333356,18
2018-08-23,0.34615384615384615,13
2018-08-24,0.20967741935483875,31
2018-08-25,0.18965517241379309,29
2018-08-26,0.071428571428571438,7
2018-08-27,0.052631578947368418,19
2018-08-28,0.21428571428571427,14
2018-08-29,0.22916666666666669,24
2018-08-30,0.16101694915254236,59
2018-08-31,0.16,25
2018-09-01,0.25,20
2018-09-02,0.3,5
2018-09-03,0.090909090909090925,11
2018-09-04,0.090909090909090925,11
2018-09-19,0.19949494949494939,198
2018-09-20,0.10638297872340428,47
2018-09-21,0.16101694915254233,59
2018-09-22,0.033333333333333333,15
2018-09-23,0.49999999999999994,16
2018-09-24,0.1875,48
2018-09-25,0.14130434782608689,46
2018-09-26,0.21052631578947367,19
2018-09-27,0.029411764705882359,17
2018-09-28,0.10975609756097562,41
2018-09-29,0.15909090909090912,22
2018-09-30,0.035714285714285712,14
2018-10-01,0.16666666666666666,12
2018-10-02,0.34482758620689652,29
2018-10-03,0.15909090909090912,44
2018-10-04,0.24193548387096772,31
2018-10-05,0.26,25
2018-10-06,0.16666666666666669,21
2018-10-07,0.15384615384615383,13
2018-10-08,0.18421052631578949,19
2018-10-09,0.3,35
2018-10-10,0.22619047619047622,42
2018-10-11,0.23404255319148931,47
2018-10-12,0.21666666666666667,30
2018-10-13,0.25000000000000006,20
2018-10-14,0,19
2018-10-15,0.10526315789473684,19
2018-10-16,0.10869565217391307,23
2018-10-17,0.073170731707317083,41
2018-10-18,0.12195121951219515,41
2018-10-19,0.15277777777777779,36
2018-10-20,0.125,8
2018-10-21,0.075000000000000011,20
2018-10-22,0.275,20
2018-10-23,0.25,40
2018-10-24,0.19333333333333336,75
2018-10-25,0.045454545454545456,33
2018-10-26,0.38541666666666674,48
2018-10-27,0.18292682926829271,41
2018-10-28,0.26666666666666666,15
2018-10-29,0.076086956521739149,46
2018-10-30,0.11290322580645162,31
2018-10-31,0.29069767441860467,43
2018-11-01,0.088235294117647065,17
2018-11-02,0.25000000000000006,8
2018-11-03,0.22222222222222221,18
2018-11-04,0.055555555555555566,9
2018-11-05,0.23684210526315791,19
2018-11-06,0.26666666666666672,30
2018-11-07,0.32500000000000007,40
